ID,DIFF
1,0.5505173496757193
2,0.6095842800909875
3,0.3117663057424745
4,0.3720416013580571
5,0.5920209067234795
6,0.4181404236103083
7,0.5227851966713961
8,0.5245868223646257
9,0.5142476209788511
10,0.4783488567162873
11,0.5550764928291968
12,0.7352235823782678
13,0.5268148052591224
14,0.5759612081451719
15,0.650959513725408
16,0.6549673955437271
17,0.5891146799617651
18,0.5875146123698582
19,0.0896082638212543
20,0.6229409142500297
21,0.5772010146710385
22,0.4589915429813742
23,0.736620481868675
24,0.4954019543748436
25,0.5209997050221172
26,0.6076531726933135
27,0.3657076250117344
28,0.4253153628434829
29,0.5440472591778911
30,0.1627581476520101
31,0.6150971769976883
32,0.6058534803099841
33,0.324282059970303
34,0.4456422093999834
35,0.6438614650823449
36,0.1467171386593186
37,0.6643044556512735
38,0.5021919930925095
39,0.5043264120445922
40,0.1027023310824206
41,0.620808230315129
42,0.6668886762202383
43,0.5776139475977319
44,0.2629550139157127
45,0.4948792818037739
46,0.6278288761171967
47,0.7869327962446705
48,0.6737028376491448
49,0.7852304009600288
50,0.5926869193137156
51,0.741990415691908
52,0.3232609865420006
53,0.5772438689544681
54,0.3999257382931199
55,0.7273147438786453
56,0.3017996424098773
57,0.3064343984171583
58,0.3866256577075789
59,0.6844357838469338
60,0.5632849469416565
61,0.4131313700342781
62,0.4990811266967851
63,0.5162669260809954
64,0.3561607313056746
65,0.6354086894828189
66,0.7432162653151075
67,0.4551343685780775
68,0.3525753836115357
69,0.6790767474637014
70,0.3427036519627429
71,0.6393363037066399
72,0.4809605073060612
73,0.2201863883634239
74,0.6455145707841239
75,0.4969129703392252
76,0.3601195026575597
77,0.6493191901800505
78,0.5228166790187576
79,0.4086431792694955
80,0.1388169672737527
81,0.7870839172033558
82,0.7380432555817624
83,0.6461084679526785
84,0.2872716019861638
85,0.4737702669979375
86,0.7134901131993974
87,0.463831840909871
88,0.6022512105657661
89,0.654242363943577
90,0.3865916361452558
91,0.6771619247976028
92,0.2888700130279767
93,0.2548585256227067
94,0.5957543103614302
95,0.5425848126888522
96,0.6501593518335596
97,0.5453666595196254
98,0.3797947458211401
99,0.5834177366367816
100,0.3185362992008969
101,0.2932030607782839
